Stiffness_N_m,Damping_Ns_m,RMS_Acceleration_m_s2,Max_Suspension_Travel_m,Max_Tire_Deflection_m,Max_Dynamic_Tire_Force_N
15000,4000,3.93283325237048,0.0709532353420518,0.041083341874757,7805.83495620383
16000,4000,3.94714163024928,0.0714076369964908,0.0411120142363474,7811.282704906
17000,4000,3.96223432593191,0.0718438809143215,0.0411450233280879,7817.55443233671
18000,4000,3.97811042762458,0.0722624338539222,0.0411811137858246,7824.41161930668
19000,4000,3.99476841882687,0.0726637215020546,0.041225835068105,7832.90866293995
20000,4000,4.0122061933851,0.0730481763791164,0.0412756783304511,7842.37888278571
21000,4000,4.03042107032439,0.0734162025662215,0.0413283798202924,7852.39216585555
22000,4000,4.04940980913424,0.0737681932146447,0.0413886679855315,7863.84691725098
23000,4000,4.06916862619945,0.0741079681931582,0.0414546856061573,7876.39026516988
24000,4000,4.08969321300506,0.0744327523899419,0.0415233474053431,7889.43600701519
25000,4000,4.11097875661717,0.074742772826405,0.0415986285801558,7903.7394302296
10000,4250,4.06436316977822,0.0679422315744687,0.0429302133966165,8156.74054535714
11000,4250,4.07405039220714,0.0684499835285088,0.0429337319189872,8157.40906460757
12000,4250,4.08445033976485,0.0689390032031164,0.0429405076999122,8158.69646298332
13000,4250,4.09556514922087,0.0694097350662672,0.0429519940297217,8160.87886564713
14000,4250,4.10739640090337,0.0698626136006859,0.0429725559436978,8164.78562930258
15000,4250,4.11994513056425,0.0702980635277344,0.042996176379084,8169.27351202596
16000,4250,4.13321184222796,0.0707165000262641,0.0430227901210874,8174.33012300661
17000,4250,4.14719652123286,0.0711183289465516,0.0430579138344204,8181.00362853988
18000,4250,4.1618986470072,0.0715039485960755,0.0430977976273028,8188.58154918754
19000,4250,4.17731720542408,0.0718737420606667,0.0431404665589157,8196.68864619399
20000,4250,4.19345070081811,0.0722280931708736,0.0431882704619083,8205.77138776259
21000,4250,4.21029716791022,0.0725673712002043,0.0432438106038543,8216.32401473232
22000,4250,4.22785418397987,0.0728919411036297,0.0433019344206889,8227.36753993088
23000,4250,4.24611888165324,0.0732052408393414,0.0433625841342771,8238.89098551265
24000,4250,4.26508796265434,0.0735050917616797,0.0434325576252679,8252.1859488009
25000,4250,4.28475771280367,0.0737913643330288,0.0435055411759803,8266.05282343626
10000,4500,4.25208686581987,0.0674463080655788,0.0447482698158168,8502.1712650052
